db_id	atc_code	level_4	level_4_name	level_3	level_3_name	level_2	level_2_name	level_1	level_1_name
DB00443	D07CC01	D07CC	Corticosteroids, potent, combinations with antibiotics	D07C	Corticosteroids, combinations with antibiotics	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00443	R01AD06	R01AD	Corticosteroids	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB00443	D07BC01	D07BC	Corticosteroids, potent, combinations with antiseptics	D07B	Corticosteroids, combinations with antiseptics	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00443	C05AA05	C05AA	Corticosteroids	C05A	Agents for treatment of hemorrhoids, anal fissures for topical use	C05	Vasoprotectives	C	Cardiovascular system
DB00443	D07XC01	D07XC	Corticosteroids, potent, other combinations	D07X	Corticosteroids, other combinations	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00443	S01CB04	S01CB	Corticosteroids/antiinfectives/mydriatics in combination	S01C	Antiinflammatory agents, antiinfectives in combination	S01	Ophthalmologicals	S	Sensory organs
DB00443	A07EA04	A07EA	Corticosteroids acting locally	A07E	Intestinal antiinflammatory agents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB00443	S02BA07	S02BA	Corticosteroids	S02B	Corticosteroids	S02	Otologicals	S	Sensory organs
DB00443	S03BA03	S03BA	Corticosteroids	S03B	Corticosteroids	S03	Ophthalmological, otological preparations	S	Sensory organs
DB00443	D07AC01	D07AC	Corticosteroids, potent (group iii)	D07A	Corticosteroids, plain	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00443	S03CA06	S03CA	Corticosteroids, antiinfectives in combination	S03C	Corticosteroids, antiinfectives in combination	S03	Ophthalmological, otological preparations	S	Sensory organs
DB00443	S01BA06	S01BA	Corticosteroids, plain	S01B	Antiinflammatory agents	S01	Ophthalmologicals	S	Sensory organs
DB00444	L01CB02	L01CB	Podophyllotoxin derivatives	L01C	Plant alkaloids, other natural products	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00445	L01DB03	L01DB	Anthracyclines, related substances	L01D	Cytotoxic antibiotics, related substances	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00446	G01AA05	G01AA	Antibiotics	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00446	J01BA01	J01BA	Amphenicols	J01B	Amphenicols	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00446	D10AF03	D10AF	Antiinfectives for treatment of acne	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB00446	S01AA01	S01AA	Antibiotics	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00446	S02AA01	S02AA	Antiinfectives	S02A	Antiinfectives	S02	Otologicals	S	Sensory organs
DB00446	S03AA08	S03AA	Antiinfectives	S03A	Antiinfectives	S03	Ophthalmological, otological preparations	S	Sensory organs
DB00446	D06AX02	D06AX	Other antibiotics for topical use	D06A	Antibiotics for topical use	D06	Antibiotics, chemotherapeutics for dermatological use	D	Dermatologicals
DB00447	J01DC08	J01DC	Second-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00448	A02BD10	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00448	A02BC53	A02BC	Proton pump inhibitors	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00448	A02BC03	A02BC	Proton pump inhibitors	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00448	A02BD03	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00448	A02BD02	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00448	A02BD09	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00448	A02BD07	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00449	S01EA02	S01EA	Sympathomimetics in glaucoma therapy	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB00450	N05AD08	N05AD	Butyrophenone derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00451	H03AA01	H03AA	Thyroid hormones	H03A	Thyroid preparations	H03	Thyroid therapy	H	Systemic hormonal preparations, excl. sex hormones, insulins
DB00452	D09AA01	D09AA	Medicated dressings with antiinfectives	D09A	Medicated dressings	D09	Medicated dressings	D	Dermatologicals
DB00452	R01AX08	R01AX	Other nasal preparations	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB00452	S01AA07	S01AA	Antibiotics	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00453	J01AA11	J01AA	Tetracyclines	J01A	Tetracyclines	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00453	J01AA20	J01AA	Tetracyclines	J01A	Tetracyclines	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00454	N02AB72	N02AB	Phenylpiperidine derivatives	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00454	N02AB52	N02AB	Phenylpiperidine derivatives	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00454	N02AG03	N02AG	Opioids in combination with antispasmodics	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00454	N02AB02	N02AB	Phenylpiperidine derivatives	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00455	R06AX13	R06AX	Other antihistamines for systemic use	R06A	Antihistamines for systemic use	R06	Antihistamines for systemic use	R	Respiratory system
DB00456	J01DB03	J01DB	First-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00457	C02LE01	C02LE	Alpha-adrenoreceptor antagonists, diuretics	C02L	Antihypertensives, diuretics in combination	C02	Antihypertensives	C	Cardiovascular system
DB00457	C02CA01	C02CA	Alpha-adrenoreceptor antagonists	C02C	Antiadrenergic agents, peripherally acting	C02	Antihypertensives	C	Cardiovascular system
DB00458	N06AA02	N06AA	Non-selective monoamine reuptake inhibitors	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB00459	D05BB02	D05BB	Retinoids for treatment of psoriasis	D05B	Antipsoriatics for systemic use	D05	Antipsoriatics	D	Dermatologicals
DB00460	S01LA01	S01LA	Antineovascularisation agents	S01L	Ocular vascular disorder agents	S01	Ophthalmologicals	S	Sensory organs
DB00461	M01AX01	M01AX	Other antiinflammatory, antirheumatic agents, non-steroids	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB00463	N03AA30	N03AA	Barbiturates, derivatives	N03A	Antiepileptics	N03	Antiepileptics	N	Nervous system
DB00464	C05BB04	C05BB	Sclerosing agents for local injection	C05B	Antivaricose therapy	C05	Vasoprotectives	C	Cardiovascular system
DB00465	M01AB15	M01AB	Acetic acid derivatives, related substances	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB00465	S01BC05	S01BC	Antiinflammatory agents, non-steroids	S01B	Antiinflammatory agents	S01	Ophthalmologicals	S	Sensory organs
DB00467	J01MA04	J01MA	Fluoroquinolones	J01M	Quinolone antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00468	M09AA72	M09AA	Quinine, derivatives	M09A	Other drugs for disorders of the musculo-skeletal system	M09	Other drugs for disorders of the musculo-skeletal system	M	Musculo-skeletal system
DB00468	P01BC01	P01BC	Methanolquinolines	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB00469	M01AC02	M01AC	Oxicams	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB00470	A04AD10	A04AD	Other antiemetics	A04A	Antiemetics, antinauseants	A04	Antiemetics, antinauseants	A	Alimentary tract, metabolism
DB00471	R03DC53	R03DC	Leukotriene receptor antagonists	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00471	R03DC03	R03DC	Leukotriene receptor antagonists	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00472	N06CA03	N06CA	Antidepressants in combination with psycholeptics	N06C	Psycholeptics, psychoanaleptics in combination	N06	Psychoanaleptics	N	Nervous system
DB00472	N06AB03	N06AB	Selective serotonin reuptake inhibitors	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB00474	N01AF01	N01AF	Barbiturates, plain	N01A	Anesthetics, general	N01	Anesthetics	N	Nervous system
DB00474	N05CB01	N05CB	Barbiturates, combinations	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00474	N05CA15	N05CA	Barbiturates, plain	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00475	N05BA02	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB00476	N06AX21	N06AX	Other antidepressants	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB00477	N05AA01	N05AA	Phenothiazines with aliphatic side-chain	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00478	J05AC02	J05AC	Cyclic amines	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00479	J01RA06	J01RA	Combinations of antibacterials	J01R	Combinations of antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00479	S01AA21	S01AA	Antibiotics	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00479	D06AX12	D06AX	Other antibiotics for topical use	D06A	Antibiotics for topical use	D06	Antibiotics, chemotherapeutics for dermatological use	D	Dermatologicals
DB00479	J01GB06	J01GB	Other aminoglycosides	J01G	Aminoglycoside antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00480	L04AX04	L04AX	Other immunosuppressants	L04A	Immunosuppressants	L04	Immunosuppressants	L	Antineoplastic, immunomodulating agents
DB00481	G03XC01	G03XC	Selective estrogen receptor modulators	G03X	Other sex hormones, modulators of the genital system	G03	Sex hormones, modulators of the genital system	G	Genito urinary system, sex hormones
DB00482	L01XX33	L01XX	Other antineoplastic agents	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00482	G01AE10	G01AE	Sulfonamides	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00482	M01AH01	M01AH	Coxibs	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB00484	S01EA05	S01EA	Sympathomimetics in glaucoma therapy	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB00484	D11AX21	D11AX	Other dermatologicals	D11A	Other dermatological preparations	D11	Other dermatological preparations	D	Dermatologicals
DB00485	J01CR50	J01CR	Combinations of penicillins, incl. beta-lactamase inhibitors	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00485	J01CF01	J01CF	Beta-lactamase resistant penicillins	J01C	Beta-lactam antibacterials, penicillins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00486	A04AD11	A04AD	Other antiemetics	A04A	Antiemetics, antinauseants	A04	Antiemetics, antinauseants	A	Alimentary tract, metabolism
DB00487	J01MA03	J01MA	Fluoroquinolones	J01M	Quinolone antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00488	L01XX03	L01XX	Other antineoplastic agents	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00489	C07AA57	C07AA	Beta blocking agents, non-selective	C07A	Beta blocking agents	C07	Beta blocking agents	C	Cardiovascular system
DB00489	C07BA07	C07BA	Beta blocking agents, non-selective,, thiazides	C07B	Beta blocking agents, thiazides	C07	Beta blocking agents	C	Cardiovascular system
DB00489	C07AA07	C07AA	Beta blocking agents, non-selective	C07A	Beta blocking agents	C07	Beta blocking agents	C	Cardiovascular system
DB00490	N05BE01	N05BE	Azaspirodecanedione derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB00491	A10BF02	A10BF	Alpha glucosidase inhibitors	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00492	C09AA09	C09AA	Ace inhibitors, plain	C09A	Ace inhibitors, plain	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00492	C09BA09	C09BA	Ace inhibitors, diuretics	C09B	Ace inhibitors, combinations	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00493	J01DD51	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00493	J01DD01	J01DD	Third-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00494	N04BX02	N04BX	Other dopaminergic agents	N04B	Dopaminergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB00495	J05AR01	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00495	J05AR05	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00495	J05AR04	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00495	J05AF01	J05AF	Nucleoside, nucleotide reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00496	G04BD10	G04BD	Drugs for urinary frequency, incontinence	G04B	Urologicals	G04	Urologicals	G	Genito urinary system, sex hormones
DB00497	N02AA55	N02AA	Natural opium alkaloids	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00497	N02AA05	N02AA	Natural opium alkaloids	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00498	B01AA02	B01AA	Vitamin k antagonists	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB00499	L02BB01	L02BB	Anti-androgens	L02B	Hormone antagonists, related agents	L02	Endocrine therapy	L	Antineoplastic, immunomodulating agents
DB00500	M01AB03	M01AB	Acetic acid derivatives, related substances	M01A	Antiinflammatory, antirheumatic products, non-steroids	M01	Antiinflammatory, antirheumatic products	M	Musculo-skeletal system
DB00500	M02AA21	M02AA	Antiinflammatory preparations, non-steroids for topical use	M02A	Topical products for joint, muscular pain	M02	Topical products for joint, muscular pain	M	Musculo-skeletal system
DB00501	A02BA01	A02BA	H2-receptor antagonists	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00501	A02BA51	A02BA	H2-receptor antagonists	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00502	N05AD01	N05AD	Butyrophenone derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00503	J05AX67	J05AX	Other antivirals	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00503	J05AR10	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00503	J05AE03	J05AE	Protease inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00503	J05AX66	J05AX	Other antivirals	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00505	A03AB08	A03AB	Synthetic anticholinergics, quaternary ammonium compounds	A03A	Drugs for functional gastrointestinal disorders	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
